Company,Parent,Volume,Date
BAC,Origin,27310300,11/26/2014
BAC,Origin,27834900,11/28/2014
BAC,Origin,61173100,12/1/2014
BAC,Origin,62945200,12/2/2014
BAC,Origin,70104200,12/3/2014
BAC,Origin,49412800,12/4/2014
BAC,Origin,131824000,12/5/2014
BAC,Origin,101035100,12/8/2014
BAC,Origin,95939400,12/9/2014
BAC,Origin,103611100,12/10/2014
BAC,Origin,80173200,12/11/2014
BAC,Origin,88886700,12/12/2014
BAC,Origin,101305300,12/15/2014
BAC,Origin,96112000,12/16/2014
BAC,Origin,92164100,12/17/2014
BAC,Origin,79334000,12/18/2014
BAC,Origin,105588200,12/19/2014
BAC,Origin,70969300,12/22/2014
BAC,Origin,94405200,12/23/2014
BAC,Origin,35091300,12/24/2014
BAC,Origin,34362500,12/26/2014
BAC,Origin,58370900,12/29/2014
BAC,Origin,41433500,12/30/2014
BAC,Origin,57819600,12/31/2014
BAC,Origin,48951100,1/2/2015
BAC,Origin,105605500,1/5/2015
BAC,Origin,144912400,1/6/2015
BAC,Origin,104603800,1/7/2015
BAC,Origin,73388500,1/8/2015
BAC,Origin,84144600,1/9/2015
BAC,Origin,92762500,1/12/2015
BAC,Origin,100845400,1/13/2015
BAC,Origin,164779800,1/14/2015
BAC,Origin,193241300,1/15/2015
BAC,Origin,149802000,1/16/2015
BAC,Origin,123402800,1/20/2015
BAC,Origin,101054200,1/21/2015
BAC,Origin,183042100,1/22/2015
BAC,Origin,103376900,1/23/2015
BAC,Origin,69969300,1/26/2015
BAC,Origin,86184200,1/27/2015
BAC,Origin,105359800,1/28/2015
BAC,Origin,76095800,1/29/2015
BAC,Origin,99844600,1/30/2015
BAC,Origin,101586700,2/2/2015
BAC,Origin,105159400,2/3/2015
BAC,Origin,83848100,2/4/2015
BAC,Origin,92264700,2/5/2015
BAC,Origin,160832300,2/6/2015
BAC,Origin,95532900,2/9/2015
BAC,Origin,100322800,2/10/2015
BAC,Origin,99924400,2/11/2015
BAC,Origin,116394100,2/12/2015
BAC,Origin,93632700,2/13/2015
BAC,Origin,93350600,2/17/2015
BAC,Origin,84057400,2/18/2015
BAC,Origin,83604300,2/19/2015
BAC,Origin,89763600,2/20/2015
BAC,Origin,87623700,2/23/2015
BAC,Origin,74109600,2/24/2015
BAC,Origin,57201000,2/25/2015
BAC,Origin,161100700,2/26/2015
BAC,Origin,130448200,2/27/2015
BAC,Origin,71402400,3/2/2015
BAC,Origin,65689800,3/3/2015
BAC,Origin,78441600,3/4/2015
BAC,Origin,69510000,3/5/2015
BAC,Origin,163207200,3/6/2015
BAC,Origin,72912700,3/9/2015
BAC,Origin,85633600,3/10/2015
BAC,Origin,85910100,3/11/2015
BAC,Origin,126376300,3/12/2015
BAC,Origin,88581900,3/13/2015
BAC,Origin,63406500,3/16/2015
BAC,Origin,67315000,3/17/2015
BAC,Origin,86387600,3/18/2015
BAC,Origin,109169200,3/19/2015
BAC,Origin,99867700,3/20/2015
BAC,Origin,73773500,3/23/2015
BAC,Origin,77011000,3/24/2015
BAC,Origin,88541500,3/25/2015
BAC,Origin,76741500,3/26/2015
BAC,Origin,73140800,3/27/2015
BAC,Origin,70835300,3/30/2015
BAC,Origin,61381700,3/31/2015
BAC,Origin,73153900,4/1/2015
BAC,Origin,50443500,4/2/2015
BAC,Origin,51189500,4/6/2015
BAC,Origin,50057800,4/7/2015
BAC,Origin,71732500,4/8/2015
BAC,Origin,44935600,4/9/2015
BAC,Origin,43817700,4/10/2015
BAC,Origin,49191200,4/13/2015
BAC,Origin,84385400,4/14/2015
BAC,Origin,124479100,4/15/2015
BAC,Origin,105591000,4/16/2015
BAC,Origin,88994300,4/17/2015
BAC,Origin,53649400,4/20/2015
BAC,Origin,64033100,4/21/2015
BAC,Origin,73092800,4/22/2015
BAC,Origin,50292200,4/23/2015
BAC,Origin,40766100,4/24/2015
BAC,Origin,73523400,4/27/2015
BAC,Origin,58080100,4/28/2015
BAC,Origin,134499400,4/29/2015
BAC,Origin,78313900,4/30/2015
BAC,Origin,78171400,5/1/2015
BAC,Origin,76592300,5/4/2015
BAC,Origin,106148700,5/5/2015
BAC,Origin,96426500,5/6/2015
BAC,Origin,73794800,5/7/2015
BAC,Origin,86333700,5/8/2015
BAC,Origin,56246000,5/11/2015
BAC,Origin,59627100,5/12/2015
BAC,Origin,47330600,5/13/2015
BAC,Origin,55395700,5/14/2015
BAC,Origin,54937800,5/15/2015
BAC,Origin,51059900,5/18/2015
BAC,Origin,89115500,5/19/2015
BAC,Origin,67684000,5/20/2015
BAC,Origin,52056600,5/21/2015
BAC,Origin,47032900,5/22/2015
BAC,Origin,100048200,5/26/2015
BAC,Origin,70026700,5/27/2015
BAC,Origin,60970000,5/28/2015
BAC,Origin,74266200,5/29/2015
BAC,Origin,62941600,6/1/2015
BAC,Origin,65513200,6/2/2015
BAC,Origin,89614900,6/3/2015
BAC,Origin,61025500,6/4/2015
BAC,Origin,119087400,6/5/2015
BAC,Origin,69749600,6/8/2015
BAC,Origin,82104900,6/9/2015
BAC,Origin,102643100,6/10/2015
BAC,Origin,77191500,6/11/2015
BAC,Origin,53149400,6/12/2015
BAC,Origin,68053400,6/15/2015
BAC,Origin,47291200,6/16/2015
BAC,Origin,88712100,6/17/2015
BAC,Origin,97599900,6/18/2015
BAC,Origin,83395400,6/19/2015
BAC,Origin,58477700,6/22/2015
BAC,Origin,63865700,6/23/2015
BAC,Origin,59079500,6/24/2015
BAC,Origin,59772200,6/25/2015
BAC,Origin,63080800,6/26/2015
BAC,Origin,98604200,6/29/2015
BAC,Origin,89039800,6/30/2015
BAC,Origin,62317400,7/1/2015
BAC,Origin,64736500,7/2/2015
BAC,Origin,58726900,7/6/2015
BAC,Origin,115450500,7/7/2015
BAC,Origin,83033000,7/8/2015
BAC,Origin,81534400,7/9/2015
BAC,Origin,72965300,7/10/2015
BAC,Origin,67934300,7/13/2015
BAC,Origin,69999800,7/14/2015
BAC,Origin,173099900,7/15/2015
BAC,Origin,117054300,7/16/2015
BAC,Origin,96894900,7/17/2015
BAC,Origin,71980100,7/20/2015
BAC,Origin,63732800,7/21/2015
BAC,Origin,110327000,7/22/2015
BAC,Origin,103650100,7/23/2015
BAC,Origin,86364300,7/24/2015
BAC,Origin,93231900,7/27/2015
BAC,Origin,82166800,7/28/2015
BAC,Origin,96388600,7/29/2015
BAC,Origin,65667900,7/30/2015
BAC,Origin,67176900,7/31/2015
BAC,Origin,62376800,8/3/2015
BAC,Origin,69741500,8/4/2015
BAC,Origin,65228600,8/5/2015
BAC,Origin,47594700,8/6/2015
BAC,Origin,71020700,8/7/2015
BAC,Origin,65791200,8/10/2015
BAC,Origin,65868600,8/11/2015
BAC,Origin,141600100,8/12/2015
BAC,Origin,67456200,8/13/2015
BAC,Origin,52710300,8/14/2015
BAC,Origin,42310000,8/17/2015
BAC,Origin,50360700,8/18/2015
BAC,Origin,78540500,8/19/2015
BAC,Origin,149185400,8/20/2015
BAC,Origin,148874300,8/21/2015
BAC,Origin,214649500,8/24/2015
BAC,Origin,194377000,8/25/2015
BAC,Origin,174208500,8/26/2015
BAC,Origin,124185400,8/27/2015
BAC,Origin,75899300,8/28/2015
BAC,Origin,66695200,8/31/2015
BAC,Origin,119064000,9/1/2015
BAC,Origin,74820400,9/2/2015
BAC,Origin,77175800,9/3/2015
BAC,Origin,104539500,9/4/2015
BAC,Origin,73960200,9/8/2015
BAC,Origin,70466100,9/9/2015
BAC,Origin,71110200,9/10/2015
BAC,Origin,54287700,9/11/2015
BAC,Origin,50640900,9/14/2015
BAC,Origin,62327100,9/15/2015
BAC,Origin,83776400,9/16/2015
BAC,Origin,119088200,9/17/2015
BAC,Origin,136531200,9/18/2015
BAC,Origin,79096200,9/21/2015
BAC,Origin,92235200,9/22/2015
BAC,Origin,78117500,9/23/2015
BAC,Origin,99520100,9/24/2015
BAC,Origin,88655000,9/25/2015
BAC,Origin,91324300,9/28/2015
BAC,Origin,79829400,9/29/2015
BAC,Origin,71347100,9/30/2015
BAC,Origin,71516800,10/1/2015
BAC,Origin,181838400,10/2/2015
BAC,Origin,75315300,10/5/2015
BAC,Origin,67473700,10/6/2015
BAC,Origin,66655600,10/7/2015
BAC,Origin,79056900,10/8/2015
BAC,Origin,76667100,10/9/2015
BAC,Origin,50725800,10/12/2015
BAC,Origin,73689800,10/13/2015
BAC,Origin,122272400,10/14/2015
BAC,Origin,127028800,10/15/2015
BAC,Origin,66989500,10/16/2015
BAC,Origin,62953500,10/19/2015
BAC,Origin,50797800,10/20/2015
BAC,Origin,64440400,10/21/2015
BAC,Origin,74116600,10/22/2015
BAC,Origin,82285800,10/23/2015
BAC,Origin,67702800,10/26/2015
BAC,Origin,56159300,10/27/2015
BAC,Origin,147720100,10/28/2015
BAC,Origin,95542300,10/29/2015
BAC,Origin,87645800,10/30/2015
BAC,Origin,56948200,11/2/2015
BAC,Origin,66127100,11/3/2015
BAC,Origin,78728400,11/4/2015
BAC,Origin,85505500,11/5/2015
BAC,Origin,158037500,11/6/2015
BAC,Origin,129920700,11/9/2015
BAC,Origin,59905800,11/10/2015
BAC,Origin,59235000,11/11/2015
BAC,Origin,77850900,11/12/2015
BAC,Origin,103574900,11/13/2015
BAC,Origin,70384300,11/16/2015
BAC,Origin,70488600,11/17/2015
BAC,Origin,85708300,11/18/2015
BAC,Origin,51829700,11/19/2015
BAC,Origin,56288300,11/20/2015
BAC,Origin,50362900,11/23/2015
BAC,Origin,58724200,11/24/2015
BAC,Origin,34939000,11/25/2015
BAC,Origin,22937500,11/27/2015
BAC,Origin,61893700,11/30/2015
BAC,Origin,74351800,12/1/2015
BAC,Origin,76919000,12/2/2015
BAC,Origin,95810100,12/3/2015
BAC,Origin,103021700,12/4/2015
BAC,Origin,81633300,12/7/2015
BAC,Origin,84873500,12/8/2015
BAC,Origin,82418100,12/9/2015
BAC,Origin,68395000,12/10/2015
BAC,Origin,91503900,12/11/2015
BAC,Origin,121121200,12/14/2015
BAC,Origin,99737200,12/15/2015
BAC,Origin,171576700,12/16/2015
BAC,Origin,97265700,12/17/2015
BAC,Origin,136737800,12/18/2015
BAC,Origin,65150300,12/21/2015
BAC,Origin,56173500,12/22/2015
BAC,Origin,65770700,12/23/2015
BAC,Origin,29369400,12/24/2015
BAC,Origin,41777500,12/28/2015
BAC,Origin,45670400,12/29/2015
BAC,Origin,35066400,12/30/2015
BAC,Origin,47153000,12/31/2015
BAC,Origin,114888000,1/4/2016
BAC,Origin,66670000,1/5/2016
BAC,Origin,102760800,1/6/2016
BAC,Origin,116255900,1/7/2016
BAC,Origin,124782400,1/8/2016
BAC,Origin,104611700,1/11/2016
BAC,Origin,100023500,1/12/2016
BAC,Origin,119413000,1/13/2016
BAC,Origin,125920000,1/14/2016
BAC,Origin,172296100,1/15/2016
BAC,Origin,185727400,1/19/2016
BAC,Origin,250537600,1/20/2016
BAC,Origin,188976000,1/21/2016
BAC,Origin,169999800,1/22/2016
BAC,Origin,186419100,1/25/2016
BAC,Origin,124246900,1/26/2016
BAC,Origin,124095800,1/27/2016
BAC,Origin,110996200,1/28/2016
BAC,Origin,159984100,1/29/2016
BAC,Origin,105739400,2/1/2016
BAC,Origin,147101200,2/2/2016
BAC,Origin,257664600,2/3/2016
BAC,Origin,179394400,2/4/2016
BAC,Origin,125842800,2/5/2016
BAC,Origin,221363600,2/8/2016
BAC,Origin,247349000,2/9/2016
BAC,Origin,227530000,2/10/2016
BAC,Origin,375088700,2/11/2016
BAC,Origin,245388400,2/12/2016
BAC,Origin,194306700,2/16/2016
BAC,Origin,221859400,2/17/2016
BAC,Origin,161539400,2/18/2016
BAC,Origin,121045600,2/19/2016
BAC,Origin,88865500,2/22/2016
BAC,Origin,104498700,2/23/2016
BAC,Origin,159552800,2/24/2016
BAC,Origin,103054600,2/25/2016
BAC,Origin,160314400,2/26/2016
BAC,Origin,123661100,2/29/2016
BAC,Origin,153558200,3/1/2016
BAC,Origin,139622500,3/2/2016
BAC,Origin,105082700,3/3/2016
BAC,Origin,171410900,3/4/2016
BAC,Origin,97650300,3/7/2016
BAC,Origin,125894800,3/8/2016
BAC,Origin,92253800,3/9/2016
BAC,Origin,123016200,3/10/2016
BAC,Origin,120400600,3/11/2016
BAC,Origin,87746800,3/14/2016
BAC,Origin,80404000,3/15/2016
BAC,Origin,149645400,3/16/2016
BAC,Origin,122212300,3/17/2016
BAC,Origin,146616200,3/18/2016
BAC,Origin,104695700,3/21/2016
BAC,Origin,83252100,3/22/2016
BAC,Origin,95789700,3/23/2016
BAC,Origin,94836500,3/24/2016
BAC,Origin,54498500,3/28/2016
BAC,Origin,101606800,3/29/2016
BAC,Origin,85897000,3/30/2016
BAC,Origin,79592100,3/31/2016
BAC,Origin,73130900,4/1/2016
BAC,Origin,59709600,4/4/2016
BAC,Origin,78445900,4/5/2016
BAC,Origin,62558500,4/6/2016
BAC,Origin,105704500,4/7/2016
BAC,Origin,76548100,4/8/2016
BAC,Origin,79411500,4/11/2016
BAC,Origin,100791600,4/12/2016
BAC,Origin,138647200,4/13/2016
BAC,Origin,179383300,4/14/2016
BAC,Origin,87958700,4/15/2016
BAC,Origin,81998200,4/18/2016
BAC,Origin,107153600,4/19/2016
BAC,Origin,115628700,4/20/2016
BAC,Origin,121589000,4/21/2016
BAC,Origin,83456600,4/22/2016
BAC,Origin,70489500,4/25/2016
BAC,Origin,84812400,4/26/2016
BAC,Origin,115789000,4/27/2016
BAC,Origin,78639300,4/28/2016
BAC,Origin,122128100,4/29/2016
BAC,Origin,68882800,5/2/2016
BAC,Origin,110549000,5/3/2016
BAC,Origin,99269700,5/4/2016
BAC,Origin,73145900,5/5/2016
BAC,Origin,76595100,5/6/2016
BAC,Origin,55399600,5/9/2016
BAC,Origin,59870500,5/10/2016
BAC,Origin,68088900,5/11/2016
BAC,Origin,72567100,5/12/2016
BAC,Origin,86193900,5/13/2016
BAC,Origin,57848600,5/16/2016
BAC,Origin,76273800,5/17/2016
BAC,Origin,150748500,5/18/2016
BAC,Origin,106156900,5/19/2016
BAC,Origin,81214000,5/20/2016
BAC,Origin,66303200,5/23/2016
BAC,Origin,96183700,5/24/2016
BAC,Origin,123498700,5/25/2016
BAC,Origin,65356600,5/26/2016
BAC,Origin,62411300,5/27/2016
BAC,Origin,85635900,5/31/2016
BAC,Origin,62612100,6/1/2016
BAC,Origin,64327300,6/2/2016
BAC,Origin,148600900,6/3/2016
BAC,Origin,80949300,6/6/2016
BAC,Origin,67447100,6/7/2016
BAC,Origin,58292900,6/8/2016
BAC,Origin,74814900,6/9/2016
BAC,Origin,90725700,6/10/2016
BAC,Origin,71925000,6/13/2016
BAC,Origin,85377800,6/14/2016
BAC,Origin,100659100,6/15/2016
BAC,Origin,90152000,6/16/2016
BAC,Origin,89022300,6/17/2016
BAC,Origin,89874000,6/20/2016
BAC,Origin,73810800,6/21/2016
BAC,Origin,77980500,6/22/2016
BAC,Origin,82494600,6/23/2016
BAC,Origin,231499200,6/24/2016
BAC,Origin,250847700,6/27/2016
BAC,Origin,150136300,6/28/2016
BAC,Origin,118484000,6/29/2016
BAC,Origin,125773900,6/30/2016
BAC,Origin,88888100,7/1/2016
BAC,Origin,98246500,7/5/2016
BAC,Origin,94983300,7/6/2016
BAC,Origin,101100300,7/7/2016
BAC,Origin,92698900,7/8/2016
BAC,Origin,67267300,7/11/2016
BAC,Origin,89070600,7/12/2016
BAC,Origin,74595600,7/13/2016
BAC,Origin,97852100,7/14/2016
BAC,Origin,78652500,7/15/2016
BAC,Origin,187187100,7/18/2016
BAC,Origin,96940100,7/19/2016
BAC,Origin,79277900,7/20/2016
BAC,Origin,65376300,7/21/2016
BAC,Origin,46604800,7/22/2016
BAC,Origin,46420800,7/25/2016
BAC,Origin,60205600,7/26/2016
BAC,Origin,100986000,7/27/2016
BAC,Origin,72049500,7/28/2016
BAC,Origin,63276500,7/29/2016
BAC,Origin,61460900,8/1/2016
BAC,Origin,83776300,8/2/2016
BAC,Origin,65305400,8/3/2016
BAC,Origin,46176600,8/4/2016
BAC,Origin,120947800,8/5/2016
BAC,Origin,71960300,8/8/2016
BAC,Origin,49973300,8/9/2016
BAC,Origin,79080700,8/10/2016
BAC,Origin,68945400,8/11/2016
BAC,Origin,63031300,8/12/2016
BAC,Origin,48592100,8/15/2016
BAC,Origin,80307500,8/16/2016
BAC,Origin,93407300,8/17/2016
BAC,Origin,62804300,8/18/2016
BAC,Origin,59834800,8/19/2016
BAC,Origin,60877100,8/22/2016
BAC,Origin,67817900,8/23/2016
BAC,Origin,65484900,8/24/2016
BAC,Origin,67714400,8/25/2016
BAC,Origin,126886300,8/26/2016
BAC,Origin,120144900,8/29/2016
BAC,Origin,121280600,8/30/2016
BAC,Origin,127664300,8/31/2016
BAC,Origin,128812600,9/1/2016
BAC,Origin,100997300,9/2/2016
BAC,Origin,96542200,9/6/2016
BAC,Origin,63310300,9/7/2016
BAC,Origin,69292700,9/8/2016
BAC,Origin,135182500,9/9/2016
BAC,Origin,109724000,9/12/2016
BAC,Origin,89317600,9/13/2016
BAC,Origin,75528100,9/14/2016
BAC,Origin,67322600,9/15/2016
BAC,Origin,90926200,9/16/2016
BAC,Origin,66186400,9/19/2016
BAC,Origin,68210400,9/20/2016
BAC,Origin,95464600,9/21/2016
BAC,Origin,75611300,9/22/2016
BAC,Origin,51604400,9/23/2016
BAC,Origin,94972100,9/26/2016
BAC,Origin,81992600,9/27/2016
BAC,Origin,66076400,9/28/2016
BAC,Origin,78997700,9/29/2016
BAC,Origin,119428700,9/30/2016
BAC,Origin,69873100,10/3/2016
BAC,Origin,98501500,10/4/2016
BAC,Origin,86056900,10/5/2016
BAC,Origin,75886700,10/6/2016
BAC,Origin,99605400,10/7/2016
BAC,Origin,64158500,10/10/2016
BAC,Origin,77374000,10/11/2016
BAC,Origin,67165800,10/12/2016
BAC,Origin,78637000,10/13/2016
BAC,Origin,108865700,10/14/2016
BAC,Origin,101795500,10/17/2016
BAC,Origin,71433100,10/18/2016
BAC,Origin,97969000,10/19/2016
BAC,Origin,88081200,10/20/2016
BAC,Origin,77954900,10/21/2016
BAC,Origin,68244800,10/24/2016
BAC,Origin,49350300,10/25/2016
BAC,Origin,58730400,10/26/2016
BAC,Origin,97937300,10/27/2016
BAC,Origin,115123600,10/28/2016
BAC,Origin,70387600,10/31/2016
BAC,Origin,88587100,11/1/2016
BAC,Origin,119202000,11/2/2016
BAC,Origin,69690400,11/3/2016
BAC,Origin,82437400,11/4/2016
BAC,Origin,91581900,11/7/2016
BAC,Origin,95842800,11/8/2016
BAC,Origin,319516900,11/9/2016
BAC,Origin,304986400,11/10/2016
BAC,Origin,212952500,11/11/2016
BAC,Origin,320959900,11/14/2016
BAC,Origin,190293100,11/15/2016
BAC,Origin,126734500,11/16/2016
BAC,Origin,167979200,11/17/2016
BAC,Origin,120620200,11/18/2016
BAC,Origin,117479100,11/21/2016
BAC,Origin,104771800,11/22/2016
BAC,Origin,110801300,11/23/2016
BAC,Origin,62610400,11/25/2016
BAC,Origin,108651200,11/28/2016
BAC,Origin,114216800,11/29/2016
BAC,Origin,191699600,11/30/2016
BAC,Origin,199233900,12/1/2016
BAC,Origin,128468700,12/2/2016
BAC,Origin,130377300,12/5/2016
BAC,Origin,120789200,12/6/2016
BAC,Origin,168005200,12/7/2016
BAC,Origin,182693900,12/8/2016
BAC,Origin,130590400,12/9/2016
BAC,Origin,136986000,12/12/2016
BAC,Origin,118204100,12/13/2016
BAC,Origin,225340900,12/14/2016
BAC,Origin,162025800,12/15/2016
BAC,Origin,147497700,12/16/2016
BAC,Origin,97508900,12/19/2016
BAC,Origin,83879500,12/20/2016
BAC,Origin,61079100,12/21/2016
BAC,Origin,67123500,12/22/2016
BAC,Origin,38187800,12/23/2016
BAC,Origin,39988600,12/27/2016
BAC,Origin,52652900,12/28/2016
BAC,Origin,79188400,12/29/2016
BAC,Origin,72605900,12/30/2016
BAC,Origin,99298100,1/3/2017
BAC,Origin,76875100,1/4/2017
BAC,Origin,86826400,1/5/2017
BAC,Origin,66281500,1/6/2017
BAC,Origin,75901500,1/9/2017
BAC,Origin,100977700,1/10/2017
BAC,Origin,92385600,1/11/2017
BAC,Origin,120474200,1/12/2017
BAC,Origin,161930900,1/13/2017
BAC,Origin,152495900,1/17/2017
BAC,Origin,124366000,1/18/2017
BAC,Origin,75990800,1/19/2017
BAC,Origin,102564900,1/20/2017
BAC,Origin,61385600,1/23/2017
BAC,Origin,98508700,1/24/2017
BAC,Origin,99753300,1/25/2017
BAC,Origin,84146400,1/26/2017
BAC,Origin,54590200,1/27/2017
BAC,Origin,91561200,1/30/2017
BAC,Origin,91044300,1/31/2017
BAC,Origin,103630900,2/1/2017
BAC,Origin,88679100,2/2/2017
BAC,Origin,116035100,2/3/2017
BAC,Origin,92228400,2/6/2017
BAC,Origin,87982900,2/7/2017
BAC,Origin,102264500,2/8/2017
BAC,Origin,102634200,2/9/2017
BAC,Origin,90548300,2/10/2017
BAC,Origin,105342500,2/13/2017
BAC,Origin,139711400,2/14/2017
BAC,Origin,151233300,2/15/2017
BAC,Origin,98144500,2/16/2017
BAC,Origin,85789200,2/17/2017
BAC,Origin,78571500,2/21/2017
BAC,Origin,81531900,2/22/2017
BAC,Origin,85846000,2/23/2017
BAC,Origin,97074400,2/24/2017
BAC,Origin,69129100,2/27/2017
BAC,Origin,90242000,2/28/2017
BAC,Origin,143947500,3/1/2017
BAC,Origin,99824600,3/2/2017
BAC,Origin,92456100,3/3/2017
BAC,Origin,75660400,3/6/2017
BAC,Origin,64053700,3/7/2017
BAC,Origin,105314600,3/8/2017
BAC,Origin,78984600,3/9/2017
BAC,Origin,86998800,3/10/2017
BAC,Origin,56886200,3/13/2017
BAC,Origin,63182700,3/14/2017
BAC,Origin,114662700,3/15/2017
BAC,Origin,70306200,3/16/2017
BAC,Origin,105222400,3/17/2017
BAC,Origin,87287500,3/20/2017
BAC,Origin,259545800,3/21/2017
BAC,Origin,167984400,3/22/2017
BAC,Origin,111666800,3/23/2017
BAC,Origin,113499100,3/24/2017
BAC,Origin,119513500,3/27/2017
BAC,Origin,95761700,3/28/2017
BAC,Origin,67204500,3/29/2017
BAC,Origin,79189200,3/30/2017
BAC,Origin,77158300,3/31/2017
BAC,Origin,88076600,4/3/2017
BAC,Origin,75244400,4/4/2017
BAC,Origin,97453300,4/5/2017
BAC,Origin,82975200,4/6/2017
BAC,Origin,79519400,4/7/2017
BAC,Origin,63254700,4/10/2017
BAC,Origin,94206700,4/11/2017
BAC,Origin,76556300,4/12/2017
BAC,Origin,88061800,4/13/2017
BAC,Origin,85053200,4/17/2017
BAC,Origin,146488400,4/18/2017
BAC,Origin,101771800,4/19/2017
BAC,Origin,103802600,4/20/2017
BAC,Origin,127235400,4/21/2017
BAC,Origin,138638900,4/24/2017
BAC,Origin,131531100,4/25/2017
BAC,Origin,95172200,4/26/2017
BAC,Origin,80024200,4/27/2017
BAC,Origin,69384900,4/28/2017
BAC,Origin,72382900,5/1/2017
BAC,Origin,60262600,5/2/2017
BAC,Origin,64272800,5/3/2017
BAC,Origin,68133400,5/4/2017
BAC,Origin,56678800,5/5/2017
BAC,Origin,56016500,5/8/2017
BAC,Origin,61622000,5/9/2017
BAC,Origin,48495300,5/10/2017
BAC,Origin,68350800,5/11/2017
BAC,Origin,62589000,5/12/2017
BAC,Origin,50688800,5/15/2017
BAC,Origin,55774800,5/16/2017
BAC,Origin,190353300,5/17/2017
BAC,Origin,108444100,5/18/2017
BAC,Origin,89566700,5/19/2017
BAC,Origin,74839400,5/22/2017
BAC,Origin,79020000,5/23/2017
BAC,Origin,58823200,5/24/2017
BAC,Origin,60443500,5/25/2017
BAC,Origin,50399500,5/26/2017
BAC,Origin,61307900,5/30/2017
BAC,Origin,138636300,5/31/2017
BAC,Origin,69725100,6/1/2017
BAC,Origin,79722300,6/2/2017
BAC,Origin,51590300,6/5/2017
BAC,Origin,71735600,6/6/2017
BAC,Origin,66429700,6/7/2017
BAC,Origin,93685900,6/8/2017
BAC,Origin,108254300,6/9/2017
BAC,Origin,85829900,6/12/2017
BAC,Origin,68047300,6/13/2017
BAC,Origin,102352400,6/14/2017
BAC,Origin,69707500,6/15/2017
BAC,Origin,57745800,6/16/2017
BAC,Origin,58587800,6/19/2017
BAC,Origin,59693500,6/20/2017
BAC,Origin,72432800,6/21/2017
BAC,Origin,64763300,6/22/2017
BAC,Origin,85399600,6/23/2017
BAC,Origin,61307800,6/26/2017
BAC,Origin,88257800,6/27/2017
BAC,Origin,119049300,6/28/2017
BAC,Origin,150501200,6/29/2017
BAC,Origin,84005200,6/30/2017
BAC,Origin,58129700,7/3/2017
BAC,Origin,76172500,7/5/2017
BAC,Origin,84465400,7/6/2017
BAC,Origin,54478800,7/7/2017
BAC,Origin,54632800,7/10/2017
BAC,Origin,69410600,7/11/2017
BAC,Origin,68708700,7/12/2017
BAC,Origin,55533400,7/13/2017
BAC,Origin,92625400,7/14/2017
BAC,Origin,81522000,7/17/2017
BAC,Origin,107981400,7/18/2017
BAC,Origin,74140100,7/19/2017
BAC,Origin,62793500,7/20/2017
BAC,Origin,65922500,7/21/2017
BAC,Origin,51382700,7/24/2017
BAC,Origin,86154700,7/25/2017
BAC,Origin,65704700,7/26/2017
BAC,Origin,62902100,7/27/2017
BAC,Origin,50143400,7/28/2017
BAC,Origin,62272000,7/31/2017
BAC,Origin,52782500,8/1/2017
BAC,Origin,55317100,8/2/2017
BAC,Origin,53210600,8/3/2017
BAC,Origin,105206600,8/4/2017
BAC,Origin,41860900,8/7/2017
BAC,Origin,73399300,8/8/2017
BAC,Origin,56910400,8/9/2017
BAC,Origin,78023700,8/10/2017
BAC,Origin,68157400,8/11/2017
BAC,Origin,54989500,8/14/2017
BAC,Origin,45143200,8/15/2017
BAC,Origin,59188900,8/16/2017
BAC,Origin,78969300,8/17/2017
BAC,Origin,60461200,8/18/2017
BAC,Origin,70124800,8/21/2017
BAC,Origin,59228600,8/22/2017
BAC,Origin,39825500,8/23/2017
BAC,Origin,39178700,8/24/2017
BAC,Origin,43511900,8/25/2017
BAC,Origin,37155000,8/28/2017
BAC,Origin,60897200,8/29/2017
BAC,Origin,58412900,8/30/2017
BAC,Origin,62362400,8/31/2017
BAC,Origin,56233900,9/1/2017
BAC,Origin,108605400,9/5/2017
BAC,Origin,64188900,9/6/2017
BAC,Origin,103501200,9/7/2017
BAC,Origin,68365000,9/8/2017
BAC,Origin,73741000,9/11/2017
BAC,Origin,99658500,9/12/2017
BAC,Origin,86339800,9/13/2017
BAC,Origin,70051000,9/14/2017
BAC,Origin,85937600,9/15/2017
BAC,Origin,68076400,9/18/2017
BAC,Origin,56218100,9/19/2017
BAC,Origin,82289900,9/20/2017
BAC,Origin,57864000,9/21/2017
BAC,Origin,61446000,9/22/2017
BAC,Origin,62361700,9/25/2017
BAC,Origin,53012700,9/26/2017
BAC,Origin,92877400,9/27/2017
BAC,Origin,64991400,9/28/2017
BAC,Origin,66232600,9/29/2017
BAC,Origin,54001400,10/2/2017
BAC,Origin,55946900,10/3/2017
BAC,Origin,53402800,10/4/2017
BAC,Origin,62636900,10/5/2017
BAC,Origin,53900600,10/6/2017
BAC,Origin,55172500,10/9/2017
BAC,Origin,46133800,10/10/2017
BAC,Origin,51652300,10/11/2017
BAC,Origin,71770000,10/12/2017
BAC,Origin,104196900,10/13/2017
BAC,Origin,71927200,10/16/2017
BAC,Origin,48644400,10/17/2017
BAC,Origin,55382500,10/18/2017
BAC,Origin,54542700,10/19/2017
BAC,Origin,83764700,10/20/2017
BAC,Origin,69607700,10/23/2017
BAC,Origin,90346500,10/24/2017
BAC,Origin,81265300,10/25/2017
BAC,Origin,55342500,10/26/2017
BAC,Origin,58856700,10/27/2017
